        210         150           3  1.000000000000000E-002       10000
   5.00000000000000             3023   1.00000000000000    
0	9.220498896	9.31
0	9.220498896	10.85
1.330864381	0	0
1.330864381	0	2.88
1.330864381	0	4.32
1.330864381	0	7.2
1.330864381	0	8.64
1.330864381	0	11.52
1.330864381	4.610249448	0
1.330864381	4.610249448	2.88
1.330864381	4.610249448	4.32
1.330864381	4.610249448	7.2
1.330864381	4.610249448	8.64
1.330864381	4.610249448	11.52
1.330864381	9.220498896	0
1.330864381	9.220498896	2.88
1.330864381	9.220498896	4.32
1.330864381	9.220498896	7.2
1.330864381	9.220498896	8.64
1.330864381	9.220498896	11.52
2.66172876	0	0.67
2.66172876	0	2.21
2.66172876	0	4.99
2.66172876	0	6.53
2.66172876	0	9.31
2.66172876	0	10.85
2.66172876	4.610249448	0.67
2.66172876	4.610249448	2.21
2.66172876	4.610249448	4.99
2.66172876	4.610249448	6.53
2.66172876	4.610249448	9.31
2.66172876	4.610249448	10.85
2.66172876	9.220498896	0.67
2.66172876	9.220498896	2.21
2.66172876	9.220498896	4.99
2.66172876	9.220498896	6.53
2.66172876	9.220498896	9.31
2.66172876	9.220498896	10.85
3.327160949	-1.152562361	2.88
3.327160949	-1.152562361	7.2
3.327160949	-1.152562361	11.52
3.327160949	1.152562361	0
3.327160949	1.152562361	2.88
3.327160949	1.152562361	4.32
3.327160949	1.152562361	7.2
3.327160949	1.152562361	8.64
3.327160949	1.152562361	11.52
3.327160949	3.457687087	0
3.327160949	3.457687087	2.88
3.327160949	3.457687087	4.32
3.327160949	3.457687087	7.2
3.327160949	3.457687087	8.64
3.327160949	3.457687087	11.52
3.327160949	5.762811809	0
3.327160949	5.762811809	2.88
3.327160949	5.762811809	4.32
3.327160949	5.762811809	7.2
3.327160949	5.762811809	8.64
3.327160949	5.762811809	11.52
3.327160949	8.067936535	0
3.327160949	8.067936535	2.88
3.327160949	8.067936535	4.32
3.327160949	8.067936535	7.2
3.327160949	8.067936535	8.64
3.327160949	8.067936535	11.52
3.327160949	10.37306126	0
3.327160949	10.37306126	4.32
3.327160949	10.37306126	8.64
3.99259314	2.305124724	0.67
3.99259314	2.305124724	2.21
3.99259314	2.305124724	4.99
3.99259314	2.305124724	6.53
3.99259314	2.305124724	9.31
3.99259314	2.305124724	10.85
3.99259314	6.915374172	0.67
3.99259314	6.915374172	2.21
3.99259314	6.915374172	4.99
3.99259314	6.915374172	6.53
3.99259314	6.915374172	9.31
3.99259314	6.915374172	10.85
5.323457521	2.305124724	0
5.323457521	2.305124724	2.88
5.323457521	2.305124724	4.32
5.323457521	2.305124724	7.2
5.323457521	2.305124724	8.64
5.323457521	2.305124724	11.52
5.323457521	6.915374172	0
5.323457521	6.915374172	2.88
5.323457521	6.915374172	4.32
5.323457521	6.915374172	7.2
5.323457521	6.915374172	8.64
5.323457521	6.915374172	11.52
6.6543219	2.305124724	0.67
6.6543219	2.305124724	2.21
6.6543219	2.305124724	4.99
6.6543219	2.305124724	6.53
6.6543219	2.305124724	9.31
6.6543219	2.305124724	10.85
6.6543219	6.915374172	0.67
6.6543219	6.915374172	2.21
6.6543219	6.915374172	4.99
6.6543219	6.915374172	6.53
6.6543219	6.915374172	9.31
6.6543219	6.915374172	10.85
7.319754091	1.152562361	0
7.319754091	1.152562361	4.32
7.319754091	1.152562361	8.64
7.319754091	3.457687087	2.88
7.319754091	3.457687087	7.2
7.319754091	3.457687087	11.52
7.319754091	5.762811809	0
7.319754091	5.762811809	4.32
7.319754091	5.762811809	8.64
7.319754091	8.067936535	2.88
7.319754091	8.067936535	7.2
7.319754091	8.067936535	11.52
